Number,VID,Unit,Format,Comment,


Module Name : CTC,
  907),     31524,      sccm,         A[5],He_Inner_Back_Flow,

  908),     31531,         V,         A[5],ESC_Total_Polarity_Volt,

  909),     31532,         V,         A[5],ESC_Bias_Polarity_Volt,

  910),     31533,       レA,         A[5],ESC_Current_Monitor1,

  911),     31534,       レA,         A[5],ESC_Current_Monitor2,

  912),     31535,         V,         A[5],BICEP_Volt,

  913),     31536,         V,         A[5],ESC_Total_IO_Volt,

  914),     31537,         V,         A[5],ESC_Bias_IO_Volt,

  915),     31541,       psi,         A[5],Gas01_Transducer_Pressure,

  916),     31542,       psi,         A[5],Gas02_Transducer_Pressure,

  917),     31543,       psi,         A[5],Gas03_Transducer_Pressure,

  918),     31544,       psi,         A[5],Gas04_Transducer_Pressure,

  919),     31545,       psi,         A[5],Gas05_Transducer_Pressure,

  920),     31546,       psi,         A[5],Gas06_Transducer_Pressure,

  921),     31547,       psi,         A[5],Gas07_Transducer_Pressure,

  922),     31548,       psi,         A[5],Gas08_Transducer_Pressure,

  923),     31549,       psi,         A[5],Gas09_Transducer_Pressure,

  924),     31550,       psi,         A[5],Gas10_Transducer_Pressure,

  925),     31551,       psi,         A[5],Gas11_Transducer_Pressure,

  926),     31552,       psi,         A[5],Gas12_Transducer_Pressure,

  927),     31553,       psi,         A[5],Gas13_Transducer_Pressure,

  928),     31554,       psi,         A[5],Gas14_Transducer_Pressure,

  929),     31555,       psi,         A[5],Gas15_Transducer_Pressure,

  930),     31556,       psi,         A[5],Gas16_Transducer_Pressure,

  931),     31557,       psi,         A[5],Gas17_Transducer_Pressure,

  932),     31558,       psi,         A[5],Gas18_Transducer_Pressure,

  933),     31561,      Torr,         A[5],DGF_Manometer,

  934),     31701,         %,         A[5],DC_Probe_Gain,

  935),     31702,         C,         A[5],TCU_ESC_Set_Temperature,

  936),     31703,         C,         A[5],TCU_Top_Plate_Set_Temperature,

  937),     31711,      Torr,         A[5],He_Outer_Pressure_Setpoint,

  938),     31712,      Torr,         A[5],He_Inner_Pressure_Setpoint,

  939),     31713,         V,         A[5],ESC_Volt_Setpoint_Volt,

  940),     31714,         V,         A[5],External_Bias_Setpoint_Volt,

  941),     31715,         %,         A[5],DC_Probe_Offset_Percent,

  942),     31716,         V,         A[5],ESC_Bias_Offset_Volt,

  943),     31717,         V,         A[5],ESC_Bias_Slope_Volt,

  944),  30000001,        __,         A[40],LotID,

  945),  30000002,     Count,         A[8],Current_Wafer_Count,

  946),  30000003,        __,         A[8],Wafer_Present_State,

  947),  30000004,        __,         A[40],Clean_Recipe_Name,

  948),  30000005,        __,         A[8],LPx_PortID,

  949),  30000006,        __,         A[8],LPx_SlotID,

  950),  30000011,        __,         A[4],Process_State,


Module Name : PM4,
  951),      4001,        __,         A[32],LOT_ID,

  952),      4002,        __,         A[32],FDC.RECIPE_NAME,

  953),      4003,        __,         A[32],WAFER_ID,

  954),      4004,        __,         A[7],STEP_NUM,

  955),      4005,        __,         A[7],PORT_ID,

  956),      4006,        __,         A[7],SLOT_ID,

  957),      4007,        __,         A[7],PROCESS_TIME,

  958),      4008,        __,         A[32],CID,

  959),      4009,        __,         A[32],RECIPE_NAME,

  960),      4010,        __,         A[3],Chamber_ID,

  961),      4011,        __,         A[32],Clean_Recipe_Name,

  962),      4012,        __,         A[32],CJobID,

  963),      4013,        __,         A[32],PJobID,

  964),      4014,       sec,         A[10],Total_Process_Time,

  965),      4015,       sec,         A[10],Current_Process_Time,

  966),      4016,        id,         A[10],Total_Step_Count,

  967),      4017,        id,         A[10],Current_Step_Count,

  968),      4018,       sec,         A[10],Total_Step_Time,

  969),      4019,       sec,         A[10],Current_Step_Time,

  970),      4020,        __,         A[40],Step_Message,

  971),      4104,   Step.ID,         A[10],PM4_Total_Step_Number,

  972),      4105,   Step.ID,         A[10],PM4_Current_Step_Number,

  973),      4106,        __,         A[10],PM4_Current_Step_Name,

  974),      4107,      mode,         A[10],PM4_Current_Step_Type,

  975),      4108,       sec,         A[10],PM4_Total_Process_Time,

  976),      4109,       sec,         A[10],PM4_Recipe_Step_Time,

  977),      4110,       sec,         A[10],PM4_Current_Process_Time,

  978),      4111,       sec,         A[10],PM4_Current_Step_Time,

  979),      4112,        __,         A[10],PM4_Chamber_State,

  980),      4113,     mtorr,         A[10],PM4_Chamber_Base_Press,

  981),     41001,        __,         A[6],RF_60MHz_OverTemp_Status,

  982),     41002,        __,         A[3],RF_60MHz_On_Status,

  983),     41003,        __,         A[5],RF_60MHz_Interlock_Status,

  984),     41004,        __,         A[3],RF_60MHz_Water_On_Status,

  985),     41005,        __,         A[3],RF_60MHz_Max_Reflect_Power_STatus,

  986),     41011,        __,         A[3],RF_27MHz_Matcher_Fan_On_Status,

  987),     41012,        __,         A[3],RF_27MHz_RF_Fan_On_Status,

  988),     41013,        __,         A[5],RF_27MHz_RF_Cover_Switch,

  989),     41021,        __,         A[5],RF_2MHz_RF_Cover_Switch,

  990),     41022,        __,         A[5],RF_2MHz_RF_Fan_On_Status,

  991),     41031,        __,         A[7],RF_AC_Contactor,

  992),     41032,        __,         A[3],RF_Ground_Up_Sensor,

  993),     41033,        __,         A[3],RF_Ground_Down_Sensor,

  994),     41034,        __,         A[5],Matcher_Cover_Switch,

  995),     41041,        __,         A[6],WAP_Error_Status,

  996),     41042,        __,         A[5],Scrubber_Swtich_Status,

  997),     41043,        __,         A[6],Throttle_Valve_Lock_Sensor,

  998),     41044,        __,         A[3],Manual_End_Posint_Sensor,

  999),     41051,        __,         A[4],TCU_Run_Status,

 1000),     41052,        __,         A[6],TCU_Control_Mode,

 1001),     41053,        __,         A[7],TCU_Warning_Status,

 1002),     41054,        __,         A[6],TCU_Error_Status,

 1003),     41061,        __,         A[5],Throttle_Valve_Interlock_Switch_Status,

 1004),     41062,        __,         A[5],TMP_Cover_Interlock_Switch_Status,

 1005),     41063,        __,         A[5],TMP_Exhaust_Valve_Interlock_Switch_Status,

 1006),     41064,        __,         A[5],Vacuum_Switch_Status,

 1007),     41065,        __,         A[5],ATM_Switch_Status,

 1008),     41066,        __,         A[5],Chamber_Closed_Swithc_Status,

 1009),     41067,        __,         A[5],CDA_Pressure_Switch_Status,

 1010),     41068,        __,         A[5],Chamber_Flow_Switch_Status,

 1011),     41069,        __,         A[5],ESC_Coolant_Flow_Status,

 1012),     41070,        __,         A[5],Water_Leak_Detection_Status,

 1013),     41071,        __,         A[4],Board_Connection_Status,

 1014),     41072,        __,         A[3],Middle_Pin_Position_Sensor,

 1015),     41073,        __,         A[4],Wafer_Lifter_Up_Sensor,

 1016),     41074,        __,         A[4],Wafer_Lifter_Down_Sensor,

 1017),     41075,        __,         A[5],He_RF_Enclosure_Cover_Switch_Status,

 1018),     41076,        __,         A[5],Slot_Valve_Status,

 1019),     41077,        __,         A[5],Low_Elect_Closed_Switch_Status,

 1020),     41078,        __,         A[5],Slot_Valve_Closed_Status,

 1021),     41081,        __,         A[5],Gas_ManVac_PSH2,

 1022),     41082,        __,         A[5],Chamber_DeliverVac_PSH3,

 1023),     41083,        __,         A[5],Scrubber_Switch_PSH8,

 1024),     41084,        __,         A[5],N2_Purge_Supply_PSH9,

 1025),     41085,        __,         A[5],Customer_Gas_Delect_Switch,

 1026),     41086,        __,         A[5],Customer_Interlock_Switch,

 1027),     41087,        __,         A[5],H2_Interlock_Switch,

 1028),     41088,        __,         A[5],H2_Interlock_Switch_Installed,

 1029),     41089,        __,         A[5],Tunning_Gas_Deliver_VAC_PSH4,

 1030),     41090,        __,         A[3],Heater1_Status,

 1031),     41091,        __,         A[3],Heater2_Status,

 1032),     41092,        __,         A[5],Cover_Interlock_Status,

 1033),     41201,        __,         A[7],RF_60MHz_Load_Set,

 1034),     41202,        __,         A[6],RF_60MHz_Swtich,

 1035),     41203,        __,         A[6],RF_2MHz_Tap_K1,

 1036),     41204,        __,         A[3],RF_2MHz_Tap_K2,

 1037),     41205,        __,         A[3],RF_2MHz_Tap_K3,

 1038),     41206,        __,         A[7],RF_AC_Contactor,

 1039),     41207,        __,         A[5],WAP_Error_Reset,

 1040),     41208,        __,         A[6],Throttle_Valve_Interlock,

 1041),     41209,        __,         A[10],Compensation_Mode_Select,

 1042),     41211,        __,         A[6],TCU_Control_Mode,

 1043),     41212,        __,         A[4],TCU_Run,

 1044),     41213,        __,         A[3],TCU_Source_Power,

 1045),     41221,        __,         A[3],Interlock_Bypass,

 1046),     41222,        __,         A[5],Process_Manometer_Isolation_Valve,

 1047),     41223,        __,         A[5],RF_2MHz_Water_Valve,

 1048),     41224,        __,         A[5],RF_27MHz_Water_Valve,

 1049),     41225,        __,         A[5],TMP_N2_Purge_Valve,

 1050),     41226,        __,         A[5],Chamber_Rough_Valve,

 1051),     41227,        __,         A[5],TMP_Exhaust_Valve,

 1052),     41228,        __,         A[5],RF_60MHz_Water_Valve,

 1053),     41229,        __,         A[5],Soft_Rough_Valve,

 1054),     41230,        __,         A[5],He_Foreline_Valve,

 1055),     41231,        __,         A[5],Main_Water_Valve,

 1056),     41232,        __,         A[5],Gas_Line_Shutoff_Valve,

 1057),     41233,        __,         A[5],He_Supply_Valve,

 1058),     41234,        __,         A[5],Fixed_Bias_Setpoint,

 1059),     41235,        __,         A[12],Bias_Compensation_Enable,

 1060),     41236,        __,         A[7],External_Volt_Compensation_Enable,

 1061),     41237,        __,         A[3],ESC_Reverse_Polarity,

 1062),     41238,        __,         A[3],ESC_Power_Set,

 1063),     41239,        __,         A[5],He_Inner_Isolation_Valve,

 1064),     41240,        __,         A[5],He_Ballast_Outer_Valve,

 1065),     41241,        __,         A[5],He_Ballast_Inner_Valve,

 1066),     41242,        __,         A[5],He_Outer_Isolation_Valve,

 1067),     41243,        __,         A[4],Wafer_Lifter_Down,

 1068),     41244,        __,         A[4],Wafer_Lifter_Up,

 1069),     41245,        __,         A[5],He_Inner_Zone_Evac_Valve,

 1070),     41246,        __,         A[5],He_Outer_Zone_Evac_Valve,

 1071),     41247,        __,         A[3],Middle_Pin_Up_Set,

 1072),     41248,        __,         A[3],Middle_Pin_Down_Set,

 1073),     41251,        __,         A[5],Gas1_Primary_Valve_10,

 1074),     41252,        __,         A[5],Gas2_Primary_Valve_20,

 1075),     41253,        __,         A[5],Gas3_Primary_Valve_30,

 1076),     41254,        __,         A[5],Gas4_Primary_Valve_40,

 1077),     41255,        __,         A[5],Gas5_Primary_Valve_50,

 1078),     41256,        __,         A[5],Gas6_Primary_Valve_60,

 1079),     41257,        __,         A[5],Gas7_Primary_Valve_70,

 1080),     41258,        __,         A[5],Gas8_Primary_Valve_80,

 1081),     41259,        __,         A[5],Gas9_Primary_Valve_90,

 1082),     41260,        __,         A[5],Gas10_Primary_Valve_100,

 1083),     41261,        __,         A[5],Gas11_Primary_Valve_110,

 1084),     41262,        __,         A[5],Gas12_Primary_Valve_120,

 1085),     41263,        __,         A[5],Gas13_Primary_Valve_130,

 1086),     41264,        __,         A[5],Gas14_Primary_Valve_140,

 1087),     41265,        __,         A[5],Gas15_Primary_Valve_150,

 1088),     41266,        __,         A[5],Gas16_Primary_Valve_160,

 1089),     41267,        __,         A[5],Gas17_Primary_Valve_170,

 1090),     41271,        __,         A[5],Gas1_Secondary_Valve_12,

 1091),     41272,        __,         A[5],Gas2_Secondary_Valve_22,

 1092),     41273,        __,         A[5],Gas3_Secondary_Valve_32,

 1093),     41274,        __,         A[5],Gas4_Secondary_Valve_42,

 1094),     41275,        __,         A[5],Gas5_Secondary_Valve_52,

 1095),     41276,        __,         A[5],Gas6_Secondary_Valve_62,

 1096),     41277,        __,         A[5],Gas7_Secondary_Valve_72,

 1097),     41278,        __,         A[5],Gas8_Secondary_Valve_82,

 1098),     41279,        __,         A[5],Gas9_Secondary_Valve_92,

 1099),     41280,        __,         A[5],Gas10_Secondary_Valve_102,

 1100),     41281,        __,         A[5],Gas11_Secondary_Valve_112,

 1101),     41282,        __,         A[5],Gas12_Secondary_Valve_122,

 1102),     41283,        __,         A[5],Gas13_Secondary_Valve_132,

 1103),     41284,        __,         A[5],Gas14_Secondary_Valve_142,

 1104),     41285,        __,         A[5],Gas15_Secondary_Valve_152,

 1105),     41286,        __,         A[5],Gas16_Secondary_Valve_162,

 1106),     41287,        __,         A[5],Gas17_Secondary_Valve_172,

 1107),     41291,        __,         A[5],Gas1_Purge_Valve_11,

 1108),     41292,        __,         A[5],Gas2_Purge_Valve_21,

 1109),     41293,        __,         A[5],Gas3_Purge_Valve_31,

 1110),     41294,        __,         A[5],Gas4_Purge_Valve_41,

 1111),     41295,        __,         A[5],Gas5_Purge_Valve_51,

 1112),     41296,        __,         A[5],Gas6_Purge_Valve_61,

 1113),     41297,        __,         A[5],Gas7_Purge_Valve_71,

 1114),     41298,        __,         A[5],Gas8_Purge_Valve_81,

 1115),     41299,        __,         A[5],Gas9_Purge_Valve_91,

 1116),     41300,        __,         A[5],Gas10_Purge_Valve_101,

 1117),     41301,        __,         A[5],Gas11_Purge_Valve_111,

 1118),     41302,        __,         A[5],Gas12_Purge_Valve_121,

 1119),     41303,        __,         A[5],Gas13_Purge_Valve_131,

 1120),     41304,        __,         A[5],Gas14_Purge_Valve_141,

 1121),     41305,        __,         A[5],Gas15_Purge_Valve_151,

 1122),     41306,        __,         A[5],Gas16_Purge_Valve_161,

 1123),     41307,        __,         A[5],Gas17_Purge_Valve_171,

 1124),     41311,        __,         A[5],DGF1_Branch1_V531,

 1125),     41312,        __,         A[5],DGF2_Branch1_V532,

 1126),     41313,        __,         A[5],DGF3_Branch1_V533,

 1127),     41314,        __,         A[5],DGF4_Branch1_V534,

 1128),     41315,        __,         A[5],DGF5_Branch1_V535,

 1129),     41316,        __,         A[5],DGF6_Branch2_V536,

 1130),     41317,        __,         A[5],DGF_Branch1_Split1_V511,

 1131),     41318,        __,         A[5],DGF_Branch1_Split2_V521,

 1132),     41319,        __,         A[5],DGF_Branch2_Split1_V522,

 1133),     41320,        __,         A[5],DGF_Branch2_Split2_V512,

 1134),     41331,        __,         A[5],DGF_Tunning_Gas_Edge_V526,

 1135),     41332,        __,         A[5],DGF_Primary_Manifolder_V174,

 1136),     41333,        __,         A[5],DGF_Mixing_Manifolder_V173,

 1137),     41334,        __,         A[5],Chamber_N2_Split1_V523,

 1138),     41335,        __,         A[5],Chamber_N2_Split2_V524,

 1139),     41336,        __,         A[5],Forward_Purge_Valve_1,

 1140),     41337,        __,         A[5],Back_Pump_Valve_2,

 1141),     41338,        __,         A[5],Back_Pump_Valve_3,

 1142),     41339,        __,         A[5],Forward_Pump_Valve_4,

 1143),     41340,        __,         A[5],Chamber_Delivery_Valve_5,

 1144),     41341,        __,         A[5],N2_Purge_Valve_9,

 1145),     41342,        __,         A[5],Wafer_Transfer_Valve_8,

 1146),     41343,        __,         A[5],Tunning_Gas_Center_Valve_525,

 1147),     41501,         V,         A[5],Upper_Electrode_DC_Bias,

 1148),     41502,         C,         A[5],TCU_Top_Plate_Temperature,

 1149),     41503,         C,         A[5],TCU_ESC_Temperature,

 1150),     41510,     mtorr,         A[5],Chamber_Pressure_Manometer_Value,

 1151),     41511,         V,         A[5],Chamber_Pressure_Manometer_Volt,

 1152),     41512,         V,         A[5],Foreline_Pressure_Manometer_Volt,

 1153),     41513,         V,         A[5],Process_Manometer_Volt,

 1154),     41514,       GPM,         A[5],ESC_Coolant_Flow,

 1155),     41521,      Torr,         A[5],He_Outer_Back_Pressure,

 1156),     41522,      sccm,         A[5],He_Outer_Back_Flow,

 1157),     41523,      Torr,         A[5],He_Inner_Back_Pressure,

 1158),     41524,      sccm,         A[5],He_Inner_Back_Flow,

 1159),     41531,         V,         A[5],ESC_Total_Polarity_Volt,

 1160),     41532,         V,         A[5],ESC_Bias_Polarity_Volt,

 1161),     41533,       レA,         A[5],ESC_Current_Monitor1,

 1162),     41534,       レA,         A[5],ESC_Current_Monitor2,

 1163),     41535,         V,         A[5],BICEP_Volt,

 1164),     41536,         V,         A[5],ESC_Total_IO_Volt,

 1165),     41537,         V,         A[5],ESC_Bias_IO_Volt,

 1166),     41541,       psi,         A[5],Gas01_Transducer_Pressure,

 1167),     41542,       psi,         A[5],Gas02_Transducer_Pressure,

 1168),     41543,       psi,         A[5],Gas03_Transducer_Pressure,

 1169),     41544,       psi,         A[5],Gas04_Transducer_Pressure,

 1170),     41545,       psi,         A[5],Gas05_Transducer_Pressure,

 1171),     41546,       psi,         A[5],Gas06_Transducer_Pressure,

 1172),     41547,       psi,         A[5],Gas07_Transducer_Pressure,

 1173),     41548,       psi,         A[5],Gas08_Transducer_Pressure,

 1174),     41549,       psi,         A[5],Gas09_Transducer_Pressure,

 1175),     41550,       psi,         A[5],Gas10_Transducer_Pressure,

 1176),     41551,       psi,         A[5],Gas11_Transducer_Pressure,

 1177),     41552,       psi,         A[5],Gas12_Transducer_Pressure,

 1178),     41553,       psi,         A[5],Gas13_Transducer_Pressure,

 1179),     41554,       psi,         A[5],Gas14_Transducer_Pressure,

 1180),     41555,       psi,         A[5],Gas15_Transducer_Pressure,

 1181),     41556,       psi,         A[5],Gas16_Transducer_Pressure,

 1182),     41557,       psi,         A[5],Gas17_Transducer_Pressure,

 1183),     41558,       psi,         A[5],Gas18_Transducer_Pressure,

 1184),     41561,      Torr,         A[5],DGF_Manometer,

 1185),     41701,         %,         A[5],DC_Probe_Gain,

 1186),     41702,         C,         A[5],TCU_ESC_Set_Temperature,

 1187),     41703,         C,         A[5],TCU_Top_Plate_Set_Temperature,

 1188),     41711,      Torr,         A[5],He_Outer_Pressure_Setpoint,

 1189),     41712,      Torr,         A[5],He_Inner_Pressure_Setpoint,

 1190),     41713,         V,         A[5],ESC_Volt_Setpoint_Volt,

 1191),     41714,         V,         A[5],External_Bias_Setpoint_Volt,

 1192),     41715,         %,         A[5],DC_Probe_Offset_Percent,

 1193),     41716,         V,         A[5],ESC_Bias_Offset_Volt,

 1194),     41717,         V,         A[5],ESC_Bias_Slope_Volt,

 1195),  40000001,        __,         A[40],LotID,

 1196),  40000002,     Count,         A[8],Current_Wafer_Count,

 1197),  40000003,        __,         A[8],Wafer_Present_State,

 1198),  40000004,        __,         A[40],Clean_Recipe_Name,

 1199),  40000005,        __,         A[8],LPx_PortID,

 1200),  40000006,        __,         A[8],LPx_SlotID,

 1201),  40000011,        __,         A[4],Process_State,


Module Name : PM5,
 1202),      5001,        __,         A[32],LOT_ID,

 1203),      5002,        __,         A[32],FDC.RECIPE_NAME,

 1204),      5003,        __,         A[32],WAFER_ID,

 1205),      5004,        __,         A[7],STEP_NUM,

 1206),      5005,        __,         A[7],PORT_ID,

 1207),      5006,        __,         A[7],SLOT_ID,

 1208),      5007,        __,         A[7],PROCESS_TIME,

 1209),      5008,        __,         A[32],CID,

 1210),      5009,        __,         A[32],RECIPE_NAME,

 1211),      5010,        __,         A[3],Chamber_ID,

 1212),      5011,        __,         A[32],Clean_Recipe_Name,

 1213),      5012,        __,         A[32],CJobID,

 1214),      5013,        __,         A[32],PJobID,

 1215),      5014,       sec,         A[10],Total_Process_Time,

 1216),      5015,       sec,         A[10],Current_Process_Time,

 1217),      5016,        id,         A[10],Total_Step_Count,

 1218),      5017,        id,         A[10],Current_Step_Count,

 1219),      5018,       sec,         A[10],Total_Step_Time,

 1220),      5019,       sec,         A[10],Current_Step_Time,

 1221),      5020,        __,         A[40],Step_Message,

 1222),      5104,   Step.ID,         A[10],PM5_Total_Step_Number,

 1223),      5105,   Step.ID,         A[10],PM5_Current_Step_Number,

 1224),      5106,        __,         A[10],PM5_Current_Step_Name,

 1225),      5107,      mode,         A[10],PM5_Current_Step_Type,

 1226),      5108,       sec,         A[10],PM5_Total_Process_Time,

 1227),      5109,       sec,         A[10],PM5_Recipe_Step_Time,

 1228),      5110,       sec,         A[10],PM5_Current_Process_Time,

 1229),      5111,       sec,         A[10],PM5_Current_Step_Time,

 1230),      5112,        __,         A[10],PM5_Chamber_State,

 1231),      5113,     mtorr,         A[10],PM5_Chamber_Base_Press,

 1232),     51001,        __,         A[6],RF_60MHz_OverTemp_Status,

 1233),     51002,        __,         A[3],RF_60MHz_On_Status,

 1234),     51003,        __,         A[5],RF_60MHz_Interlock_Status,

 1235),     51004,        __,         A[3],RF_60MHz_Water_On_Status,

 1236),     51005,        __,         A[3],RF_60MHz_Max_Reflect_Power_STatus,

 1237),     51011,        __,         A[3],RF_27MHz_Matcher_Fan_On_Status,

 1238),     51012,        __,         A[3],RF_27MHz_RF_Fan_On_Status,

 1239),     51013,        __,         A[5],RF_27MHz_RF_Cover_Switch,

 1240),     51021,        __,         A[5],RF_2MHz_RF_Cover_Switch,

 1241),     51022,        __,         A[5],RF_2MHz_RF_Fan_On_Status,

 1242),     51031,        __,         A[7],RF_AC_Contactor,

 1243),     51032,        __,         A[3],RF_Ground_Up_Sensor,

 1244),     51033,        __,         A[3],RF_Ground_Down_Sensor,

 1245),     51034,        __,         A[5],Matcher_Cover_Switch,

 1246),     51041,        __,         A[6],WAP_Error_Status,

 1247),     51042,        __,         A[5],Scrubber_Swtich_Status,

 1248),     51043,        __,         A[6],Throttle_Valve_Lock_Sensor,

 1249),     51044,        __,         A[3],Manual_End_Posint_Sensor,

 1250),     51051,        __,         A[4],TCU_Run_Status,

 1251),     51052,        __,         A[6],TCU_Control_Mode,

 1252),     51053,        __,         A[7],TCU_Warning_Status,

 1253),     51054,        __,         A[6],TCU_Error_Status,

 1254),     51061,        __,         A[5],Throttle_Valve_Interlock_Switch_Status,

 1255),     51062,        __,         A[5],TMP_Cover_Interlock_Switch_Status,

 1256),     51063,        __,         A[5],TMP_Exhaust_Valve_Interlock_Switch_Status,

 1257),     51064,        __,         A[5],Vacuum_Switch_Status,

 1258),     51065,        __,         A[5],ATM_Switch_Status,

 1259),     51066,        __,         A[5],Chamber_Closed_Swithc_Status,

 1260),     51067,        __,         A[5],CDA_Pressure_Switch_Status,

 1261),     51068,        __,         A[5],Chamber_Flow_Switch_Status,

 1262),     51069,        __,         A[5],ESC_Coolant_Flow_Status,

 1263),     51070,        __,         A[5],Water_Leak_Detection_Status,

 1264),     51071,        __,         A[4],Board_Connection_Status,

 1265),     51072,        __,         A[3],Middle_Pin_Position_Sensor,

 1266),     51073,        __,         A[4],Wafer_Lifter_Up_Sensor,

 1267),     51074,        __,         A[4],Wafer_Lifter_Down_Sensor,

 1268),     51075,        __,         A[5],He_RF_Enclosure_Cover_Switch_Status,

 1269),     51076,        __,         A[5],Slot_Valve_Status,

 1270),     51077,        __,         A[5],Low_Elect_Closed_Switch_Status,

 1271),     51078,        __,         A[5],Slot_Valve_Closed_Status,

 1272),     51081,        __,         A[5],Gas_ManVac_PSH2,

 1273),     51082,        __,         A[5],Chamber_DeliverVac_PSH3,

 1274),     51083,        __,         A[5],Scrubber_Switch_PSH8,

 1275),     51084,        __,         A[5],N2_Purge_Supply_PSH9,

 1276),     51085,        __,         A[5],Customer_Gas_Delect_Switch,

 1277),     51086,        __,         A[5],Customer_Interlock_Switch,

 1278),     51087,        __,         A[5],H2_Interlock_Switch,

 1279),     51088,        __,         A[5],H2_Interlock_Switch_Installed,

 1280),     51089,        __,         A[5],Tunning_Gas_Deliver_VAC_PSH4,

 1281),     51090,        __,         A[3],Heater1_Status,

 1282),     51091,        __,         A[3],Heater2_Status,

 1283),     51092,        __,         A[5],Cover_Interlock_Status,

 1284),     51201,        __,         A[7],RF_60MHz_Load_Set,

 1285),     51202,        __,         A[6],RF_60MHz_Swtich,

 1286),     51203,        __,         A[6],RF_2MHz_Tap_K1,

 1287),     51204,        __,         A[3],RF_2MHz_Tap_K2,

 1288),     51205,        __,         A[3],RF_2MHz_Tap_K3,

 1289),     51206,        __,         A[7],RF_AC_Contactor,

 1290),     51207,        __,         A[5],WAP_Error_Reset,

 1291),     51208,        __,         A[6],Throttle_Valve_Interlock,

 1292),     51209,        __,         A[10],Compensation_Mode_Select,

 1293),     51211,        __,         A[6],TCU_Control_Mode,

 1294),     51212,        __,         A[4],TCU_Run,

 1295),     51213,        __,         A[3],TCU_Source_Power,

 1296),     51221,        __,         A[3],Interlock_Bypass,

 1297),     51222,        __,         A[5],Process_Manometer_Isolation_Valve,

 1298),     51223,        __,         A[5],RF_2MHz_Water_Valve,

 1299),     51224,        __,         A[5],RF_27MHz_Water_Valve,

 1300),     51225,        __,         A[5],TMP_N2_Purge_Valve,

 1301),     51226,        __,         A[5],Chamber_Rough_Valve,

 1302),     51227,        __,         A[5],TMP_Exhaust_Valve,

 1303),     51228,        __,         A[5],RF_60MHz_Water_Valve,

 1304),     51229,        __,         A[5],Soft_Rough_Valve,

 1305),     51230,        __,         A[5],He_Foreline_Valve,

 1306),     51231,        __,         A[5],Main_Water_Valve,

 1307),     51232,        __,         A[5],Gas_Line_Shutoff_Valve,

 1308),     51233,        __,         A[5],He_Supply_Valve,

 1309),     51234,        __,         A[5],Fixed_Bias_Setpoint,

 1310),     51235,        __,         A[12],Bias_Compensation_Enable,

 1311),     51236,        __,         A[7],External_Volt_Compensation_Enable,

 1312),     51237,        __,         A[3],ESC_Reverse_Polarity,

 1313),     51238,        __,         A[3],ESC_Power_Set,

 1314),     51239,        __,         A[5],He_Inner_Isolation_Valve,

 1315),     51240,        __,         A[5],He_Ballast_Outer_Valve,

 1316),     51241,        __,         A[5],He_Ballast_Inner_Valve,

 1317),     51242,        __,         A[5],He_Outer_Isolation_Valve,

 1318),     51243,        __,         A[4],Wafer_Lifter_Down,

 1319),     51244,        __,         A[4],Wafer_Lifter_Up,

 1320),     51245,        __,         A[5],He_Inner_Zone_Evac_Valve,

 1321),     51246,        __,         A[5],He_Outer_Zone_Evac_Valve,

 1322),     51247,        __,         A[3],Middle_Pin_Up_Set,

 1323),     51248,        __,         A[3],Middle_Pin_Down_Set,

 1324),     51251,        __,         A[5],Gas1_Primary_Valve_10,

 1325),     51252,        __,         A[5],Gas2_Primary_Valve_20,

 1326),     51253,        __,         A[5],Gas3_Primary_Valve_30,

 1327),     51254,        __,         A[5],Gas4_Primary_Valve_40,

 1328),     51255,        __,         A[5],Gas5_Primary_Valve_50,

 1329),     51256,        __,         A[5],Gas6_Primary_Valve_60,

 1330),     51257,        __,         A[5],Gas7_Primary_Valve_70,

 1331),     51258,        __,         A[5],Gas8_Primary_Valve_80,

 1332),     51259,        __,         A[5],Gas9_Primary_Valve_90,

 1333),     51260,        __,         A[5],Gas10_Primary_Valve_100,

 1334),     51261,        __,         A[5],Gas11_Primary_Valve_110,

 1335),     51262,        __,         A[5],Gas12_Primary_Valve_120,

 1336),     51263,        __,         A[5],Gas13_Primary_Valve_130,

 1337),     51264,        __,         A[5],Gas14_Primary_Valve_140,

 1338),     51265,        __,         A[5],Gas15_Primary_Valve_150,

 1339),     51266,        __,         A[5],Gas16_Primary_Valve_160,

 1340),     51267,        __,         A[5],Gas17_Primary_Valve_170,

 1341),     51271,        __,         A[5],Gas1_Secondary_Valve_12,

